gene,result,expression_change_percent,expression_change_log(FC),p_value,tissue,organism,sex,line,age,age_units,measurement_method,expression_evaluation_by,measurement_taken,duration,training_regimen,participants,experiment_groups_quantity,reference
KRR1,decrease,,-0.232164621256096,0.00217046754197573,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
KRT10,increase,,0.227257889310148,0.00569366662126552,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
KRTCAP3,decrease,,-0.649280028442376,0.00186916770456402,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
KTN1,decrease,,-0.489225787667117,2.94529064919876e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
L3MBTL1,decrease,,-0.269161211307166,0.00352598161952864,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LACE1,increase,,0.252112521218414,0.00494032959854057,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LAD1,decrease,,-0.653118891013109,0.000311835940896388,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LAGE3,increase,,0.300557978564222,0.000604058918857686,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LAMA3,increase,,0.534037902170014,5.82229082456344e-06,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LAMA4,increase,,0.725952342558777,4.90963375792194e-14,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LAMB1,increase,,0.7688029537845,3.62124367990432e-14,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LAMC1,increase,,0.217062876914475,0.000257475624937253,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LAMP1,increase,,0.229796746853833,1.38509105196427e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LAMP2,decrease,,-0.167139851542569,0.00465165130438297,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LAMTOR1,increase,,0.291707501833093,6.82202928074513e-07,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LANCL1-AS1,increase,,1.17627462980606,6.55808972835411e-07,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LAPTM5,increase,,0.451073340385375,0.000883514660126577,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LARGE,decrease,,-0.203738412130087,0.0010274358065417,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LARP1,decrease,,-0.186752227179264,0.000487725111270471,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LARP1B,decrease,,-0.227283670317216,0.00160088316560024,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LARP4B,decrease,,-0.172577180907428,0.00218817294197553,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LARP6,increase,,0.237907726786396,0.00426325844332902,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LARS2,increase,,0.253391193770204,1.0175701467613e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LAS1L,decrease,,-0.272537870804082,3.63334512216299e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LASP1,increase,,0.375002965539932,3.23825591678794e-08,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LATS2,decrease,,-0.295712938761685,2.62627985514519e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LAYN,increase,,0.645797218844717,3.87766173818779e-06,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LBH,increase,,0.492056293073732,8.92935571982928e-06,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LBX1-AS1,decrease,,-0.433853135754215,1.00470830047156e-06,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LCORL,decrease,,-0.315012265627252,0.0011729474137759,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LCP1,increase,,0.418578350332384,0.00157716879893905,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LCP2,increase,,0.513393129946678,1.1056769564416e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LDB2,increase,,0.382489935319536,8.17896238708392e-07,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LDHA,decrease,,-0.191417744618917,0.00902779129667036,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LDHB,increase,,0.784811233591148,1.61718787971427e-35,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LDHD,increase,,0.468165993557316,2.57572123742405e-13,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LDLR,increase,,0.365925381428843,0.00609752363549247,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LENG8,decrease,,-0.225323765835823,0.00145130074883489,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LENG8-AS1,decrease,,-0.436144039417426,0.00139437689640602,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LEPROTL1,increase,,0.192089357112981,0.0115162161726827,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LETM1,increase,,0.255854791632031,4.23206988331906e-06,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LFNG,increase,,0.64921824692006,1.63038440883198e-08,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LGALS3,increase,,0.233073462852731,0.000577341704322318,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LGALS3BP,increase,,0.41858474301762,3.90585579387977e-07,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LGALS9,increase,,0.5905474672254,5.15103248437994e-08,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LGALSL,decrease,,-0.327517438296593,4.26883682846747e-06,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LGI4,decrease,,-0.391391002305234,8.41001863655047e-09,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LGR4,decrease,,-0.210876405536214,0.00189333495457455,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LGR5,decrease,,-0.732251972194954,0.00191887121131033,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LHFP,increase,,0.275231634076097,1.99234348883113e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LHX6,increase,,0.328958832983069,0.0113349360203889,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LIAS,increase,,0.14721754414183,0.00762915439488434,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LIFR-AS1,decrease,,-0.348177771636988,0.00468037612096722,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LIG4,decrease,,-0.273389071637853,0.00669103656606043,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LILRB5,increase,,0.368866187435881,0.00754055336456506,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LIMCH1,decrease,,-0.258476325145932,4.31344126940131e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LIMS1,decrease,,-0.216338637313897,9.63758500597947e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LIN54,decrease,,-0.217562392050661,0.012824238487275,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LIN9,decrease,,-0.275310174078503,0.00684701296981656,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC-PINT,decrease,,-0.758096291113145,1.29567635687853e-06,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC00310,decrease,,-0.810686514035054,3.19745445628113e-08,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC00312,decrease,,-0.453905205464377,2.24445008486346e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC00346,decrease,,-0.237622795435767,0.00278381862266109,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC00467,increase,,0.453229688956066,0.000874798883031365,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC00478,decrease,,-0.336204329353164,0.000676245386691243,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC00641,decrease,,-0.262395594422394,0.00514033008188138,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC00649,decrease,,-0.457358134940675,2.74649534617245e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC00657,decrease,,-0.331025496868256,1.71378849983125e-07,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC00882,increase,,0.460361836440067,1.36686980697825e-06,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC00899,decrease,,-0.71137321433219,3.27867769695266e-06,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC01018,decrease,,-0.526096380283925,3.91017315028912e-06,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC01091,decrease,,-0.567951357430601,4.1110879197286e-06,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC01278,increase,,0.746449698153646,4.44808525073826e-06,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC01352,increase,,0.386878997954942,6.39371577842516e-06,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC01355,increase,,0.343182684507712,8.3823312299406e-06,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC01404,increase,,0.795014763772692,1.33132766562093e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC01405,decrease,,-0.812014943578656,1.4514984006212e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC01479,decrease,,-0.47482904586154,1.56350269204605e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC01814,increase,,0.299873676216821,2.01508495524463e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC01963,decrease,,-0.490819643783193,2.10441841437104e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC02202,increase,,0.591775871489082,2.11219226852192e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC02421,increase,,0.30580606193293,2.18511092850359e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC02503,decrease,,-0.421859532320744,2.19184192873253e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC02608,increase,,0.430798718272224,2.95537775115128e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC02613,decrease,,-0.310896325178999,3.03707494560239e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC02761,increase,,0.484180547016703,3.31378986923358e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC02762,decrease,,-0.36399475006633,3.81793173232691e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINC02886,decrease,,-0.229688854574688,3.89482582237591e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINCMD1,increase,,0.411796752484425,4.63671435578107e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LINP1,decrease,,-0.45029037020528,5.42675347123253e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LIPA,increase,,0.410351626183341,3.63079383424649e-09,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LIPE,increase,,0.763723863539417,3.48878639256182e-11,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LIPT2-AS1,increase,,0.411038430397509,5.79419835790746e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LMAN2,increase,,0.202938212141385,0.000815716384747733,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LMAN2L,increase,,0.214815833818613,0.000381222005712801,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LMO4,decrease,,-0.188679134633197,0.000859025649351265,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LMO7,decrease,,-0.283586179360453,1.39502793099519e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LMOD1,decrease,,-0.529698297668931,4.81822453304338e-12,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LMOD2,decrease,,-0.301384281822287,0.000348195631266074,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LMOD3,decrease,,-0.234498314370654,0.00131890121921563,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LMTK2,decrease,,-0.264725803532547,0.000184127245426391,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LNCOC1,decrease,,-0.462814444246916,6.13018463304012e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LNP1,decrease,,-0.326260549644001,0.00251232120177131,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LNX1,increase,,0.331189605239471,0.00040773283899398,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LOC100233156,increase,,0.240335402637039,6.85697865811249e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LOC100418961,decrease,,-0.538106653582124,7.24107522535364e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LOC100505915,increase,,0.261123676152931,7.27487902068797e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LOC101926956,decrease,,-0.401780470206525,7.9713991872742e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LOC105370027,decrease,,-0.682539655778905,8.54281365856937e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LOC105370792,increase,,0.446549695436138,9.10421020065258e-05,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
LOC124900254,decrease,,-0.606881982556437,0.000112871189366992,muscle,human,both,n/a,27,years,RNAseq,mRNA,,8100 min,45 sessions x 45 min (4 per week),no,17,10.4161/15592294.2014.982445
